W0208 21:13:48.820000 2152900 torch/distributed/run.py:852] 
W0208 21:13:48.820000 2152900 torch/distributed/run.py:852] *****************************************
W0208 21:13:48.820000 2152900 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 21:13:48.820000 2152900 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 78398.21it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 79891.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 73908.44it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 18477.11it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65793.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 67108.86it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 83055.52it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 53946.03it/s]
logs/sweep_muon0.012_adam0.004.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8325 train_time:1ms step_avg:0.89ms
step:1/4740 train_time:91ms step_avg:90.86ms
step:2/4740 train_time:158ms step_avg:79.16ms
step:3/4740 train_time:217ms step_avg:72.20ms
step:4/4740 train_time:302ms step_avg:75.50ms
step:5/4740 train_time:361ms step_avg:72.11ms
step:6/4740 train_time:446ms step_avg:74.37ms
step:7/4740 train_time:505ms step_avg:72.13ms
step:8/4740 train_time:590ms step_avg:73.79ms
step:9/4740 train_time:649ms step_avg:72.10ms
step:10/4740 train_time:734ms step_avg:73.44ms
step:11/4740 train_time:793ms step_avg:72.12ms
step:12/4740 train_time:879ms step_avg:73.25ms
step:13/4740 train_time:938ms step_avg:72.12ms
step:14/4740 train_time:1024ms step_avg:73.17ms
step:15/4740 train_time:1087ms step_avg:72.45ms
step:16/4740 train_time:1173ms step_avg:73.30ms
step:17/4740 train_time:1233ms step_avg:72.52ms
step:18/4740 train_time:1319ms step_avg:73.26ms
step:19/4740 train_time:1378ms step_avg:72.55ms
step:20/4740 train_time:1464ms step_avg:73.21ms
step:21/4740 train_time:1524ms step_avg:72.58ms
step:22/4740 train_time:1610ms step_avg:73.20ms
step:23/4740 train_time:1671ms step_avg:72.64ms
step:24/4740 train_time:1757ms step_avg:73.20ms
step:25/4740 train_time:1816ms step_avg:72.63ms
step:26/4740 train_time:1901ms step_avg:73.12ms
step:27/4740 train_time:1960ms step_avg:72.59ms
step:28/4740 train_time:2046ms step_avg:73.09ms
step:29/4740 train_time:2106ms step_avg:72.62ms
step:30/4740 train_time:2192ms step_avg:73.08ms
step:31/4740 train_time:2253ms step_avg:72.66ms
step:32/4740 train_time:2339ms step_avg:73.09ms
step:33/4740 train_time:2398ms step_avg:72.67ms
step:34/4740 train_time:2485ms step_avg:73.10ms
step:35/4740 train_time:2545ms step_avg:72.71ms
step:36/4740 train_time:2631ms step_avg:73.10ms
step:37/4740 train_time:2692ms step_avg:72.74ms
step:38/4740 train_time:2778ms step_avg:73.10ms
step:39/4740 train_time:2836ms step_avg:72.72ms
step:40/4740 train_time:2922ms step_avg:73.05ms
