W0208 09:36:40.197000 1915817 torch/distributed/run.py:852] 
W0208 09:36:40.197000 1915817 torch/distributed/run.py:852] *****************************************
W0208 09:36:40.197000 1915817 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 09:36:40.197000 1915817 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 55007.27it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 62601.55it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 67923.95it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69615.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 78766.27it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 63791.70it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 81442.80it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 12026.68it/s]
logs/sweep_muon0.019_adam0.004.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8288 train_time:1ms step_avg:0.68ms
step:1/4740 train_time:97ms step_avg:97.12ms
step:2/4740 train_time:162ms step_avg:81.24ms
step:3/4740 train_time:221ms step_avg:73.68ms
step:4/4740 train_time:306ms step_avg:76.57ms
step:5/4740 train_time:366ms step_avg:73.12ms
step:6/4740 train_time:451ms step_avg:75.20ms
step:7/4740 train_time:511ms step_avg:72.95ms
step:8/4740 train_time:596ms step_avg:74.47ms
step:9/4740 train_time:655ms step_avg:72.81ms
step:10/4740 train_time:741ms step_avg:74.08ms
step:11/4740 train_time:799ms step_avg:72.64ms
step:12/4740 train_time:885ms step_avg:73.74ms
step:13/4740 train_time:944ms step_avg:72.60ms
step:14/4740 train_time:1031ms step_avg:73.61ms
step:15/4740 train_time:1092ms step_avg:72.77ms
step:16/4740 train_time:1178ms step_avg:73.65ms
step:17/4740 train_time:1238ms step_avg:72.83ms
step:18/4740 train_time:1325ms step_avg:73.60ms
step:19/4740 train_time:1384ms step_avg:72.83ms
step:20/4740 train_time:1470ms step_avg:73.51ms
step:21/4740 train_time:1530ms step_avg:72.84ms
step:22/4740 train_time:1616ms step_avg:73.45ms
step:23/4740 train_time:1675ms step_avg:72.84ms
step:24/4740 train_time:1762ms step_avg:73.41ms
step:25/4740 train_time:1821ms step_avg:72.84ms
step:26/4740 train_time:1908ms step_avg:73.38ms
step:27/4740 train_time:1968ms step_avg:72.88ms
step:28/4740 train_time:2055ms step_avg:73.38ms
step:29/4740 train_time:2115ms step_avg:72.94ms
step:30/4740 train_time:2202ms step_avg:73.40ms
step:31/4740 train_time:2262ms step_avg:72.96ms
step:32/4740 train_time:2348ms step_avg:73.36ms
step:33/4740 train_time:2407ms step_avg:72.94ms
step:34/4740 train_time:2493ms step_avg:73.33ms
step:35/4740 train_time:2553ms step_avg:72.95ms
step:36/4740 train_time:2640ms step_avg:73.33ms
step:37/4740 train_time:2699ms step_avg:72.95ms
step:38/4740 train_time:2785ms step_avg:73.30ms
step:39/4740 train_time:2846ms step_avg:72.97ms
step:40/4740 train_time:2932ms step_avg:73.29ms
